Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,lead_time
US-2023-125206-CHO-SCR-58000,2025-03-01,2028-06-27,First Class,125206,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1214
US-2023-116365-CHO-NUT-13000,2025-03-01,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1217
US-2023-116365-CHO-NUT-13000,2025-03-01,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1217
US-2023-116365-CHO-TRI-54000,2025-03-01,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1217
US-2023-158211-CHO-TRI-54000,2025-04-01,2028-06-30,Standard Class,158211,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1186
US-2023-158211-CHO-NUT-13000,2025-04-01,2028-06-30,Standard Class,158211,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1186
US-2023-164630-CHO-MIL-31000,2025-04-01,2028-01-07,Standard Class,164630,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1011
US-2023-134474-OTH-GUM-21000,2025-05-01,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Other,Gulf,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,1155
US-2023-134474-CHO-SCR-58000,2025-05-01,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1155
US-2023-134474-CHO-SCR-58000,2025-05-01,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1155
US-2023-158806-CHO-NUT-13000,2025-07-01,2028-03-07,Standard Class,158806,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,980
US-2023-101938-CHO-MIL-31000,2025-07-01,2028-04-07,Standard Class,101938,United States,Oakland,California,94601,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1011
US-2023-158806-CHO-FUD-51000,2025-07-01,2028-03-07,Standard Class,158806,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,980
US-2023-100461-CHO-TRI-54000,2025-08-01,2028-04-07,Standard Class,100461,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,980
US-2023-137295-CHO-SCR-58000,2025-08-01,2028-05-07,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1010
US-2023-100461-CHO-MIL-31000,2025-08-01,2028-04-07,Standard Class,100461,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,980
US-2023-137295-CHO-NUT-13000,2025-08-01,2028-05-07,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1010
US-2023-137295-CHO-FUD-51000,2025-08-01,2028-05-07,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1010
US-2023-126543-CHO-MIL-31000,2025-09-01,2028-05-07,Second Class,126543,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,979
US-2023-108882-CHO-NUT-13000,2025-09-01,2028-07-07,Standard Class,108882,United States,Fresno,California,93727,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1040
US-2023-108882-CHO-MIL-31000,2025-09-01,2028-07-07,Standard Class,108882,United States,Fresno,California,93727,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1040
US-2023-163937-CHO-MIL-31000,2025-10-01,2028-05-07,Second Class,163937,United States,Longview,Washington,98632,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,949
US-2023-116547-CHO-SCR-58000,2025-10-01,2028-09-07,Standard Class,116547,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1072
US-2023-116547-CHO-SCR-58000,2025-10-01,2028-09-07,Standard Class,116547,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1072
US-2023-141887-CHO-FUD-51000,2025-11-01,2028-07-07,Standard Class,141887,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,50.4,14,33.6,16.8,979
US-2023-126529-CHO-FUD-51000,2025-11-01,2028-05-07,Second Class,126529,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,918
US-2023-126529-OTH-KAZ-38000,2025-11-01,2028-05-07,Second Class,126529,United States,Springfield,Ohio,45503,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,918
US-2023-126529-CHO-SCR-58000,2025-11-01,2028-05-07,Second Class,126529,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,918
US-2023-133368-CHO-MIL-31000,2025-01-14,2028-12-07,Standard Class,133368,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,1423
US-2023-133368-CHO-MIL-31000,2025-01-14,2028-12-07,Standard Class,133368,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1423
US-2023-140746-CHO-MIL-31000,2025-01-15,2028-07-07,Same Day,140746,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1269
US-2023-152072-CHO-MIL-31000,2025-01-15,2028-11-07,Standard Class,152072,United States,Westfield,New Jersey,7090,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1392
US-2023-137848-CHO-NUT-13000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1275
US-2023-137848-CHO-SCR-58000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1275
US-2023-152072-OTH-GUM-21000,2025-01-15,2028-11-07,Standard Class,152072,United States,Westfield,New Jersey,7090,Other,Atlantic,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,1392
US-2023-166912-CHO-TRI-54000,2025-01-15,2028-09-07,First Class,166912,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1331
US-2023-137848-CHO-SCR-58000,2025-01-15,2028-07-13,Standard Class,137848,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1275
US-2023-152072-CHO-TRI-54000,2025-01-15,2028-11-07,Standard Class,152072,United States,Westfield,New Jersey,7090,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1392
US-2023-121755-CHO-TRI-54000,2025-01-16,2028-12-07,Second Class,121755,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1421
US-2023-121755-CHO-SCR-58000,2025-01-16,2028-12-07,Second Class,121755,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1421
US-2023-116736-CHO-FUD-51000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273
US-2023-106558-CHO-SCR-58000,2025-01-17,2028-07-13,Standard Class,106558,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1273
US-2023-116736-CHO-NUT-13000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1273
US-2023-116736-CHO-SCR-58000,2025-01-17,2028-07-13,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1273
CA-2023-155412-CHO-MIL-31000,2025-01-17,2028-07-14,Standard Class,155412,Canada,Montreal,Quebec,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274
US-2023-167339-CHO-SCR-58000,2025-01-21,2028-07-15,Second Class,167339,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1271
US-2023-167339-CHO-MIL-31000,2025-01-21,2028-07-15,Second Class,167339,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271
CA-2023-115238-CHO-FUD-51000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1272
CA-2023-115238-CHO-MIL-31000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1272
CA-2023-115238-CHO-TRI-54000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1272
CA-2023-115238-CHO-FUD-51000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1272
CA-2023-115238-CHO-MIL-31000,2025-01-21,2028-07-16,Standard Class,115238,Canada,Toronto,Ontario,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,1272
US-2023-135923-CHO-SCR-58000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1275
US-2023-138079-CHO-TRI-54000,2025-01-22,2028-07-20,Standard Class,138079,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1275
US-2023-135923-CHO-FUD-51000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1275
US-2023-135923-CHO-NUT-13000,2025-01-22,2028-07-20,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1275
US-2023-155180-CHO-SCR-58000,2025-01-22,2028-07-21,Standard Class,155180,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1276
US-2023-111010-CHO-SCR-58000,2025-01-22,2028-07-20,Standard Class,111010,United States,Morristown,New Jersey,7960,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1275
US-2023-125850-CHO-MIL-31000,2025-01-22,2028-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1275
US-2023-125850-CHO-TRI-54000,2025-01-22,2028-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1275
US-2023-146318-CHO-SCR-58000,2025-01-22,2028-07-19,Standard Class,146318,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1274
US-2023-148208-CHO-FUD-51000,2025-01-22,2028-07-19,Standard Class,148208,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1274
US-2023-148208-CHO-MIL-31000,2025-01-22,2028-07-19,Standard Class,148208,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1274
US-2023-113656-CHO-SCR-58000,2025-01-23,2028-07-21,Standard Class,113656,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1275
US-2023-165505-OTH-GUM-21000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Other,Atlantic,OTH-GUM-21000,Wonka Gum,7.5,6,3.9,3.6,1273
US-2023-165505-CHO-SCR-58000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,46.8,13,32.5,14.3,1273
US-2023-165505-CHO-TRI-54000,2025-01-23,2028-07-19,Standard Class,165505,United States,Burlington,Vermont,5401,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273
US-2023-109407-CHO-TRI-54000,2025-01-24,2028-07-18,Second Class,109407,United States,Gulfport,Mississippi,39503,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1271
US-2023-168046-CHO-NUT-13000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1272
US-2023-168046-CHO-MIL-31000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1272
US-2023-153346-CHO-FUD-51000,2025-01-25,2028-07-19,First Class,153346,United States,Plainfield,New Jersey,7060,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1271
US-2023-168046-CHO-FUD-51000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1272
US-2023-153346-CHO-FUD-51000,2025-01-25,2028-07-19,First Class,153346,United States,Plainfield,New Jersey,7060,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1271
US-2023-168046-CHO-MIL-31000,2025-01-25,2028-07-20,Second Class,168046,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1272
US-2023-146437-CHO-TRI-54000,2025-01-28,2028-07-24,Second Class,146437,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273
US-2023-166660-CHO-MIL-31000,2025-01-30,2028-07-24,Second Class,166660,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1271
US-2023-166660-CHO-MIL-31000,2025-01-30,2028-07-24,Second Class,166660,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1271
US-2023-168032-CHO-TRI-54000,2025-01-30,2028-07-26,Standard Class,168032,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1273
US-2023-164483-CHO-TRI-54000,2025-01-30,2028-07-26,Standard Class,164483,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273
US-2023-168032-CHO-MIL-31000,2025-01-30,2028-07-26,Standard Class,168032,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1273
US-2023-153661-CHO-TRI-54000,2025-01-30,2028-07-23,First Class,153661,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1270
US-2023-153661-CHO-TRI-54000,2025-01-30,2028-07-23,First Class,153661,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1270
US-2023-114944-CHO-FUD-51000,2025-01-30,2028-07-27,Standard Class,114944,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1274
US-2023-153661-CHO-NUT-13000,2025-01-30,2028-07-23,First Class,153661,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1270
US-2023-168032-CHO-TRI-54000,2025-01-30,2028-07-26,Standard Class,168032,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1273
US-2023-159891-CHO-NUT-13000,2025-01-31,2028-07-29,Standard Class,159891,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1275
US-2023-158043-CHO-SCR-58000,2025-01-31,2028-07-27,Second Class,158043,United States,Atlantic City,New Jersey,8401,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1273
US-2023-159891-CHO-SCR-58000,2025-01-31,2028-07-29,Standard Class,159891,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,1275
US-2023-129238-OTH-KAZ-38000,2025-01-31,2028-07-27,Standard Class,129238,United States,Los Angeles,California,90045,Other,Pacific,OTH-KAZ-38000,Kazookles,16.25,5,1.25,15.0,1273
US-2023-147970-CHO-TRI-54000,2025-01-31,2028-07-25,Second Class,147970,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271
US-2023-129238-CHO-SCR-58000,2025-01-31,2028-07-27,Standard Class,129238,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1273
US-2023-154067-CHO-TRI-54000,2025-01-02,2028-07-30,Standard Class,154067,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1305
US-2023-140809-CHO-SCR-58000,2025-01-02,2028-07-26,First Class,140809,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1301
US-2023-158841-CHO-MIL-31000,2025-02-02,2028-07-27,Second Class,158841,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1271
US-2023-144645-CHO-SCR-58000,2025-02-02,2028-07-31,Standard Class,144645,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1275
US-2023-158841-CHO-SCR-58000,2025-02-02,2028-07-27,Second Class,158841,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,1271
US-2023-147431-CHO-TRI-54000,2025-02-02,2028-07-30,Standard Class,147431,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274
US-2023-158841-CHO-SCR-58000,2025-02-02,2028-07-27,Second Class,158841,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1271
US-2023-118514-CHO-NUT-13000,2025-03-02,2028-02-08,Standard Class,118514,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1073
US-2023-117912-CHO-FUD-51000,2025-04-02,2028-07-31,Standard Class,117912,United States,Sierra Vista,Arizona,85635,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1216
US-2023-101189-OTH-GUM-21000,2025-04-02,2028-01-08,Standard Class,101189,United States,Los Angeles,California,90049,Other,Pacific,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,1011
US-2023-150077-CHO-TRI-54000,2025-04-02,2028-02-08,Standard Class,150077,United States,Rockville,Maryland,20852,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1042
US-2023-108504-CHO-SCR-58000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1183
US-2023-108504-CHO-NUT-13000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1183
US-2023-100993-CHO-MIL-31000,2025-05-02,2028-02-08,Standard Class,100993,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1012
US-2023-108504-CHO-TRI-54000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1183
US-2023-108504-CHO-FUD-51000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1183
US-2023-100993-CHO-NUT-13000,2025-05-02,2028-02-08,Standard Class,100993,United States,San Diego,California,92037,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1012
US-2023-108504-CHO-TRI-54000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1183
US-2023-108504-CHO-NUT-13000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1183
US-2023-108504-CHO-FUD-51000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1183
US-2023-108504-CHO-FUD-51000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1183
US-2023-100993-CHO-TRI-54000,2025-05-02,2028-02-08,Standard Class,100993,United States,San Diego,California,92037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1012
US-2023-108504-CHO-SCR-58000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1183
US-2023-108504-CHO-FUD-51000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1183
US-2023-100993-CHO-FUD-51000,2025-05-02,2028-02-08,Standard Class,100993,United States,San Diego,California,92037,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1012
US-2023-108504-CHO-MIL-31000,2025-05-02,2028-07-28,Same Day,108504,United States,Smyrna,Georgia,30080,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1183
US-2023-125017-CHO-FUD-51000,2025-06-02,2028-03-08,Standard Class,125017,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1010
US-2023-106894-CHO-FUD-51000,2025-07-02,2028-07-30,Same Day,106894,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1124
US-2023-161662-CHO-SCR-58000,2025-07-02,2028-01-08,First Class,161662,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,920
